,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
641,Flat,11500000,High,Gulshan-e-Iqbal Town,Karachi,2,1279.58,2,2019,7
642,House,23000000,High,Gulistan-e-Jauhar,Karachi,6,2178.01,4,2019,7
643,Flat,12700000,High,Clifton,Karachi,2,1524.61,2,2019,7
644,Flat,10000000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
645,Flat,4500000,Low,Gulistan-e-Jauhar,Karachi,2,1034.55,2,2019,7
646,Flat,7800000,High,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
647,House,11000000,Medium,Gulshan-e-Iqbal Town,Karachi,3,980.1,3,2019,7
649,House,100000000,Very High,North Karachi,Karachi,4,4029.31,6,2019,7
650,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,3,1660.73,3,2019,7
651,House,7000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
653,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
656,Flat,8200000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
680,Flat,5000000,Medium,North Karachi,Karachi,3,1089.0,2,2019,7
682,House,250000000,Very High,DHA Defence,Karachi,9,10890.04,8,2019,7
685,Flat,4600000,Low,Gulistan-e-Jauhar,Karachi,2,1334.03,2,2019,7
687,Flat,12000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
689,Flat,35500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
690,House,38000000,Very High,Gulshan-e-Iqbal Town,Karachi,5,2613.61,5,2019,7
691,Flat,9000000,High,Gulistan-e-Jauhar,Karachi,3,1524.61,3,2019,7
693,House,25000000,High,Gulistan-e-Jauhar,Karachi,5,2178.01,4,2019,7
694,House,27500000,High,Gulshan-e-Iqbal Town,Karachi,5,1742.41,4,2019,7
695,Flat,8000000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
697,Flat,3200000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
698,House,115000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
700,Flat,19800000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2069.11,3,2019,7
701,Flat,11000000,High,Federal B Area,Karachi,3,1824.08,3,2019,7
702,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
704,House,8000000,Low,Scheme 33,Karachi,5,1306.8,4,2019,7
705,Flat,2500000,Low,North Karachi,Karachi,2,626.18,2,2019,7
708,House,29500000,High,North Karachi,Karachi,8,2613.61,8,2019,7
709,Flat,4000000,Low,North Karachi,Karachi,2,980.1,2,2019,7
711,House,50000000,Very High,North Nazimabad,Karachi,6,4628.27,6,2019,7
713,Flat,2800000,Low,Federal B Area,Karachi,2,843.98,2,2019,7
714,House,36000000,Very High,Gulshan-e-Iqbal Town,Karachi,2,2613.61,3,2019,7
715,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,2,1442.93,2,2019,7
717,House,6500000,Low,Korangi,Karachi,1,1742.41,1,2019,7
718,Flat,20000000,Very High,Clifton,Karachi,4,2232.46,3,2019,7
720,Flat,13000000,High,DHA Defence,Karachi,2,1279.58,2,2019,7
721,House,37000000,Very High,DHA Defence,Karachi,4,1306.8,3,2019,7
723,Flat,11500000,High,North Nazimabad,Karachi,3,1824.08,3,2019,7
724,House,115000000,Very High,DHA Defence,Karachi,8,5445.02,6,2019,7
725,House,37000000,Very High,DHA Defence,Karachi,4,1306.8,3,2019,7
726,Flat,7500000,Medium,North Karachi,Karachi,2,1197.9,2,2019,7
727,House,13000000,Medium,Gadap Town,Karachi,3,2178.01,3,2019,7
728,House,18000000,High,North Nazimabad,Karachi,2,2395.81,3,2019,7
729,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,5,3920.41,5,2019,7
730,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
731,Flat,37000000,Very High,DHA Defence,Karachi,3,2668.06,2,2019,7
732,House,8600000,Low,Gadap Town,Karachi,3,1742.41,3,2019,7
733,Flat,37500000,Very High,DHA Defence,Karachi,4,2668.06,2,2019,7
735,Flat,4200000,Low,North Karachi,Karachi,2,1116.23,2,2019,7
736,House,8800000,Low,Gadap Town,Karachi,3,1306.8,2,2019,7
737,Flat,16300000,Very High,Clifton,Karachi,3,1497.38,3,2019,7
739,House,15500000,Medium,Scheme 33,Karachi,4,1442.93,4,2019,7
740,House,80000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,6534.02,4,2019,7
741,House,34000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
743,House,107000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
744,Flat,2700000,Low,Gadap Town,Karachi,2,871.2,2,2019,7
745,Flat,7500000,Medium,North Nazimabad,Karachi,2,1252.35,3,2019,7
746,Flat,30000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2123.56,3,2019,7
747,House,57000000,Very High,Gulshan-e-Iqbal Town,Karachi,7,3811.51,5,2019,7
748,House,17000000,High,Gulistan-e-Jauhar,Karachi,3,1524.61,3,2019,7
749,House,22500000,High,North Karachi,Karachi,5,1306.8,4,2019,7
750,House,28000000,High,North Nazimabad,Karachi,5,2178.01,7,2019,7
751,Flat,13500000,Very High,Gulistan-e-Jauhar,Karachi,3,2069.11,3,2019,7
752,House,150000000,Very High,DHA Defence,Karachi,7,7623.03,6,2019,7
753,Flat,3500000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
754,Flat,12700000,High,Clifton,Karachi,2,1524.61,2,2019,7
755,House,28000000,High,Gulistan-e-Jauhar,Karachi,3,2178.01,3,2019,7
756,Flat,2200000,Low,Gadap Town,Karachi,2,653.4,2,2019,7
758,House,112500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
765,Flat,17000000,Very High,DHA Defence,Karachi,4,2178.01,4,2019,7
766,House,14000000,Medium,North Karachi,Karachi,5,1306.8,4,2019,7
767,Flat,17000000,Very High,DHA Defence,Karachi,3,2150.78,3,2019,7
768,House,36500000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
771,House,125000000,Very High,Gadap Town,Karachi,3,2613.61,3,2019,7
772,Flat,9500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
773,House,20000000,High,Gadap Town,Karachi,7,2178.01,6,2019,7
774,House,15000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,2178.01,3,2019,7
792,Flat,55000000,Very High,DHA Defence,Karachi,3,3620.94,3,2019,7
793,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
794,Flat,7000000,Medium,Gulistan-e-Jauhar,Karachi,2,1089.0,2,2019,7
795,House,40000000,Very High,Scheme 33,Karachi,8,4356.02,8,2019,7
796,House,19000000,High,North Nazimabad,Karachi,2,1306.8,2,2019,7
797,House,3600000,Low,Gadap Town,Karachi,2,925.65,3,2019,7
800,House,14500000,Medium,Korangi,Karachi,3,1633.51,3,2019,7
803,House,22000000,High,Gulshan-e-Iqbal Town,Karachi,4,1742.41,3,2019,7
804,House,47500000,Very High,North Karachi,Karachi,5,3130.89,4,2019,7
806,House,60000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
807,House,11000000,Medium,Gadap Town,Karachi,3,2178.01,3,2019,7
808,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,980.1,2,2019,7
809,House,19500000,High,Federal B Area,Karachi,2,1306.8,2,2019,7
810,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
811,Flat,4000000,Low,Gulshan-e-Iqbal Town,Karachi,2,680.63,1,2019,7
815,House,71000000,Very High,North Nazimabad,Karachi,7,5445.02,6,2019,7
817,House,19000000,High,Federal B Area,Karachi,2,1306.8,2,2019,7
818,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1306.8,4,2019,7
821,House,7800000,Low,Gadap Town,Karachi,3,1306.8,2,2019,7
822,House,27000000,High,North Karachi,Karachi,6,2613.61,6,2019,7
824,Flat,12800000,High,North Nazimabad,Karachi,3,1524.61,3,2019,7
828,House,88500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
829,House,17000000,High,Scheme 33,Karachi,4,2178.01,4,2019,7
830,House,69500000,Very High,Gulshan-e-Iqbal Town,Karachi,6,5445.02,6,2019,7
831,House,13000000,Medium,Scheme 33,Karachi,3,2178.01,4,2019,7
833,Flat,3700000,Low,Gulistan-e-Jauhar,Karachi,2,843.98,2,2019,7
834,House,28000000,High,North Nazimabad,Karachi,7,2178.01,6,2019,7
836,Flat,2100000,Low,North Karachi,Karachi,1,544.5,1,2019,7
840,Flat,5000000,Medium,Federal B Area,Karachi,1,816.75,2,2019,7
841,Flat,5000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
843,Flat,1200000,Low,Gulistan-e-Jauhar,Karachi,1,353.93,1,2019,7
844,Flat,2700000,Low,Gulistan-e-Jauhar,Karachi,2,843.98,2,2019,7
845,Flat,6100000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
847,House,17000000,High,Gulshan-e-Iqbal Town,Karachi,2,1633.51,2,2019,7
849,House,12000000,Medium,North Karachi,Karachi,3,1306.8,2,2019,7
850,House,230000000,Very High,DHA Defence,Karachi,7,10890.04,7,2019,7
851,House,16500000,High,Gadap Town,Karachi,3,2613.61,3,2019,7
852,House,62500000,Very High,Gulshan-e-Iqbal Town,Karachi,6,3267.01,6,2019,7
853,Flat,4000000,Low,Korangi,Karachi,2,925.65,2,2019,7
854,House,28000000,High,North Nazimabad,Karachi,4,2450.26,5,2019,7
855,Flat,3000000,Low,Federal B Area,Karachi,1,816.75,2,2019,7
856,Flat,15000000,Very High,North Nazimabad,Karachi,3,1687.96,3,2019,7
857,House,149500000,Very High,DHA Defence,Karachi,10,10890.04,9,2019,7
858,House,37000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,4356.02,4,2019,7
860,House,57500000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
861,House,12500000,Medium,Korangi,Karachi,2,1306.8,4,2019,7
865,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,4,2286.91,3,2019,7
866,Flat,4500000,Low,Gulshan-e-Iqbal Town,Karachi,2,1061.78,2,2019,7
867,Flat,4100000,Low,DHA Defence,Karachi,1,735.08,2,2019,7
868,House,87500000,Very High,DHA Defence,Karachi,3,5445.02,3,2019,7
870,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,3,1089.0,2,2019,7
872,House,41500000,Very High,Gulistan-e-Jauhar,Karachi,5,2885.86,5,2019,7
873,House,22500000,High,Scheme 33,Karachi,6,2178.01,6,2019,7
875,Flat,3500000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
876,Flat,4200000,Low,Gulistan-e-Jauhar,Karachi,2,1034.55,2,2019,7
877,House,27500000,High,Gulshan-e-Iqbal Town,Karachi,5,2613.61,5,2019,7
878,Flat,3500000,Low,North Nazimabad,Karachi,2,843.98,2,2019,7
879,House,55000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
880,Flat,20000000,Very High,KDA Scheme 1,Karachi,3,1932.98,3,2019,7
881,House,13500000,Medium,Korangi,Karachi,3,1361.25,2,2019,7
884,Flat,5000000,Medium,Scheme 33,Karachi,2,1089.0,2,2019,7
885,House,23500000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
886,Flat,45000000,Very High,Clifton,Karachi,3,3375.91,3,2019,7
888,House,240000000,Very High,DHA Defence,Karachi,8,10890.04,7,2019,7
890,Flat,12500000,High,Gulshan-e-Iqbal Town,Karachi,3,1932.98,3,2019,7
891,Flat,18500000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
892,Flat,5500000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
893,Flat,9000000,High,DHA Defence,Karachi,2,1279.58,2,2019,7
895,Flat,17000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
896,Flat,5000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,980.1,2,2019,7
901,Flat,3500000,Low,Federal B Area,Karachi,2,871.2,2,2019,7
902,House,35000000,Very High,North Karachi,Karachi,7,2613.61,7,2019,7
903,House,4200000,Low,Gulshan-e-Iqbal Town,Karachi,2,707.85,2,2019,7
904,House,18000000,High,Gadap Town,Karachi,3,2178.01,3,2019,7
905,Flat,7000000,Medium,Gulistan-e-Jauhar,Karachi,3,1089.0,2,2019,7
908,Flat,10900000,High,North Nazimabad,Karachi,2,1089.0,2,2019,7
910,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,2,1442.93,2,2019,7
911,Flat,4100000,Low,North Karachi,Karachi,2,789.53,2,2019,7
913,Flat,6600000,Medium,Gulistan-e-Jauhar,Karachi,2,1334.03,2,2019,7
915,House,6200000,Low,Gadap Town,Karachi,3,1334.03,3,2019,7
916,House,27500000,High,Gadap Town,Karachi,3,2531.93,6,2019,7
917,Flat,8000000,High,Scheme 33,Karachi,2,1089.0,2,2019,7
918,Flat,3500000,Low,Gulistan-e-Jauhar,Karachi,2,1089.0,2,2019,7
920,Flat,8000000,High,Scheme 33,Karachi,2,1633.51,2,2019,7
921,House,20000000,High,North Karachi,Karachi,3,2613.61,3,2019,7
922,House,106000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
923,House,100000000,Very High,DHA Defence,Karachi,5,3267.01,5,2019,7
924,House,3150000,Low,Gadap Town,Karachi,2,1034.55,2,2019,7
925,Flat,4000000,Low,Gulistan-e-Jauhar,Karachi,1,789.53,2,2019,7
927,House,4000000,Low,Gadap Town,Karachi,4,925.65,2,2019,7
928,House,125000000,Very High,DHA Defence,Karachi,6,9256.53,6,2019,7
929,House,6000000,Low,Gadap Town,Karachi,4,1170.68,3,2019,7
930,Flat,31500000,Very High,Clifton,Karachi,3,2232.46,3,2019,7
931,Flat,6000000,Medium,North Nazimabad,Karachi,2,1170.68,2,2019,7
947,Flat,5000000,Medium,Gulistan-e-Jauhar,Karachi,2,843.98,2,2019,7
949,House,10300000,Medium,Gadap Town,Karachi,3,2613.61,2,2019,7
951,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,4,980.1,2,2019,7
952,Flat,4000000,Low,North Karachi,Karachi,2,952.88,2,2019,7
953,Flat,5800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
955,Flat,5800000,Medium,Gadap Town,Karachi,2,1306.8,2,2019,7
957,House,45000000,Very High,North Karachi,Karachi,6,2613.61,8,2019,7
962,Flat,5400000,Medium,Gulistan-e-Jauhar,Karachi,2,1334.03,2,2019,7
963,Flat,42000000,Very High,Clifton,Karachi,4,2668.06,3,2019,7
966,Flat,8200000,High,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
970,House,26000000,High,Gulistan-e-Jauhar,Karachi,3,2613.61,3,2019,7
971,House,40000000,Very High,Scheme 33,Karachi,10,4247.12,10,2019,7
972,House,16000000,Medium,Scheme 33,Karachi,3,1524.61,3,2019,7
974,Flat,11500000,High,Gulistan-e-Jauhar,Karachi,3,1824.08,3,2019,7
976,Flat,11500000,High,DHA Defence,Karachi,2,1279.58,2,2019,7
977,Flat,41500000,Very High,Gulistan-e-Jauhar,Karachi,4,3321.46,4,2019,7
978,House,16500000,High,North Nazimabad,Karachi,3,2178.01,3,2019,7
979,Flat,5100000,Medium,North Nazimabad,Karachi,2,1197.9,2,2019,7
980,House,7500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
982,Flat,16000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
983,Flat,5000000,Medium,Gulistan-e-Jauhar,Karachi,2,1034.55,2,2019,7
984,Flat,2700000,Low,Federal B Area,Karachi,1,653.4,2,2019,7
985,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,3,1089.0,2,2019,7
986,Flat,3500000,Low,Gulistan-e-Jauhar,Karachi,2,762.3,2,2019,7
987,Flat,7200000,Medium,North Nazimabad,Karachi,3,1442.93,3,2019,7
988,Flat,4600000,Low,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
989,House,16500000,High,Gadap Town,Karachi,6,2613.61,8,2019,7
991,Flat,3000000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
993,Flat,7000000,Medium,North Nazimabad,Karachi,3,1034.55,3,2019,7
994,Flat,2200000,Low,Gulistan-e-Jauhar,Karachi,1,435.6,1,2019,7
995,House,13000000,Medium,Scheme 33,Karachi,1,1633.51,3,2019,7
997,Flat,8500000,High,Gulistan-e-Jauhar,Karachi,3,1442.93,3,2019,7
998,Flat,8000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
999,House,25000000,High,Gadap Town,Karachi,6,2613.61,6,2019,7
1000,Flat,19000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2178.01,4,2019,7
1001,House,27000000,High,Gulshan-e-Iqbal Town,Karachi,5,2613.61,5,2019,7
1002,Flat,7000000,Medium,Scheme 33,Karachi,2,1089.0,2,2019,7
1003,House,8000000,Low,Gadap Town,Karachi,3,1306.8,2,2019,7
1004,Flat,7200000,Medium,Gulshan-e-Iqbal Town,Karachi,2,980.1,2,2019,7
1006,House,45000000,Very High,Korangi,Karachi,3,4356.02,3,2019,7
1007,House,45000000,Very High,DHA Defence,Karachi,4,1306.8,4,2019,7
1008,Flat,22000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
1009,Flat,25000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1932.98,3,2019,7
1010,Flat,15000000,Very High,Gulistan-e-Jauhar,Karachi,3,2178.01,3,2019,7
1011,House,15000000,Medium,Korangi,Karachi,7,2178.01,6,2019,7
1012,House,35000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2613.61,3,2019,7
1013,Flat,1600000,Low,Gulshan-e-Iqbal Town,Karachi,1,490.05,1,2019,7
1014,House,15000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
1015,Flat,8000000,High,DHA Defence,Karachi,3,1143.45,2,2019,7
1016,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,2,1361.25,3,2019,7
1017,House,13500000,Medium,Korangi,Karachi,3,1361.25,2,2019,7
1019,Flat,4500000,Low,North Karachi,Karachi,2,1034.55,2,2019,7
1020,House,7500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
1024,House,107500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
1026,House,8000000,Low,Gadap Town,Karachi,3,1306.8,2,2019,7
1027,Flat,3650000,Low,North Nazimabad,Karachi,2,1034.55,2,2019,7
1029,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
1030,Flat,14500000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
1033,House,7500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
1034,Flat,14500000,Very High,North Nazimabad,Karachi,3,1687.96,3,2019,7
1035,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
1036,Flat,4000000,Low,North Karachi,Karachi,2,816.75,2,2019,7
1037,Flat,2300000,Low,North Karachi,Karachi,1,598.95,1,2019,7
1038,Flat,8200000,High,Gulshan-e-Iqbal Town,Karachi,2,1170.68,2,2019,7
1041,House,17000000,High,Gadap Town,Karachi,4,1796.86,4,2019,7
1042,Flat,20000000,Very High,DHA Defence,Karachi,5,2205.23,4,2019,7
1043,House,60000000,Very High,Gulshan-e-Iqbal Town,Karachi,10,4356.02,11,2019,7
1044,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
1052,House,7500000,Low,Gadap Town,Karachi,2,980.1,3,2019,7
1053,House,15500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
1054,House,10000000,Medium,North Karachi,Karachi,2,1470.16,2,2019,7
1055,House,87500000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
1057,House,25000000,High,Scheme 33,Karachi,6,2178.01,6,2019,7
1058,Flat,5300000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
1060,Flat,15500000,Very High,North Nazimabad,Karachi,4,1824.08,3,2019,7
1061,Flat,3700000,Low,North Nazimabad,Karachi,1,707.85,2,2019,7
1062,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,2,1388.48,4,2019,7
1063,House,120000000,Very High,DHA Defence,Karachi,6,7078.53,6,2019,7
1065,House,92500000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
1066,House,26500000,High,Gulistan-e-Jauhar,Karachi,7,2178.01,6,2019,7
1067,Flat,20200000,Very High,DHA Defence,Karachi,3,1497.38,3,2019,7
1068,House,39000000,Very High,Federal B Area,Karachi,3,1306.8,2,2019,7
1069,House,13500000,Medium,Gadap Town,Karachi,3,2178.01,3,2019,7
1070,Flat,6500000,Medium,North Nazimabad,Karachi,2,1116.23,2,2019,7
1071,Flat,9500000,High,DHA Defence,Karachi,3,1143.45,2,2019,7
1073,Flat,5700000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
1074,Flat,3500000,Low,Federal B Area,Karachi,2,980.1,2,2019,7
1075,House,5000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
1076,House,8000000,Low,Gadap Town,Karachi,3,1306.8,2,2019,7
1077,House,67000000,Very High,DHA Defence,Karachi,6,3267.01,5,2019,7
1078,Flat,5500000,Medium,North Karachi,Karachi,2,1089.0,2,2019,7
1081,House,19900000,High,Scheme 33,Karachi,4,4356.02,6,2019,7
1082,House,30000000,High,Gulistan-e-Jauhar,Karachi,5,2613.61,5,2019,7
1083,Flat,5000000,Medium,Federal B Area,Karachi,2,925.65,3,2019,7
1084,Flat,5200000,Medium,DHA Defence,Karachi,2,871.2,2,2019,7
1085,Flat,4800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
1086,House,17300000,High,Gulistan-e-Jauhar,Karachi,6,1633.51,4,2019,7
1090,House,12500000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
1091,House,17000000,High,North Karachi,Karachi,3,1306.8,4,2019,7
1092,Flat,11000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
1093,Flat,11500000,High,DHA Defence,Karachi,3,1388.48,3,2019,7
1094,Flat,5500000,Medium,Gadap Town,Karachi,2,1197.9,2,2019,7
1108,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1279.58,2,2019,7
1109,Flat,3500000,Low,Gulistan-e-Jauhar,Karachi,2,816.75,2,2019,7
1110,Flat,9500000,High,North Nazimabad,Karachi,2,898.43,2,2019,7
1111,House,5250000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
1112,House,20000000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,4,2019,7
1114,Flat,8700000,High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
1116,Flat,9500000,High,Federal B Area,Karachi,3,1143.45,2,2019,7
1117,House,155000000,Very High,DHA Defence,Karachi,6,8712.03,5,2019,7
1118,House,225000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
1119,House,150000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
1120,House,95000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
1121,House,185000000,Very High,DHA Defence,Karachi,6,10890.04,4,2019,7
1122,House,95000000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
1123,House,145000000,Very High,DHA Defence,Karachi,7,7078.53,6,2019,7
1124,House,23000000,High,Gulistan-e-Jauhar,Karachi,5,2613.61,3,2019,7
1125,House,100000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
1126,House,57500000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
1127,House,102500000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
1128,Flat,13000000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
1131,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1579.06,3,2019,7
1133,Flat,6800000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1442.93,2,2019,7
1135,House,4000000,Low,Gadap Town,Karachi,2,980.1,2,2019,7
1136,House,4800000,Low,Gadap Town,Karachi,2,1306.8,3,2019,7
1139,Flat,14500000,Very High,DHA Defence,Karachi,4,1442.93,3,2019,7
1140,House,47500000,Very High,North Karachi,Karachi,6,4356.02,6,2019,7
1141,House,25000000,High,North Nazimabad,Karachi,3,1306.8,3,2019,7
1145,House,13200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
1146,House,31000000,High,Scheme 33,Karachi,5,4356.02,3,2019,7
1147,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
1149,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,3,1442.93,3,2019,7
1151,House,17000000,High,Scheme 33,Karachi,5,1796.86,4,2019,7
1152,House,12100000,Medium,Scheme 33,Karachi,2,1306.8,2,2019,7
1153,House,150000000,Very High,Clifton,Karachi,6,5445.02,6,2019,7
1154,House,160000000,Very High,KDA Scheme 1,Karachi,9,6534.02,7,2019,7
1155,House,8700000,Low,Gadap Town,Karachi,2,1905.76,3,2019,7
1156,House,20000000,High,North Nazimabad,Karachi,2,1442.93,4,2019,7
1157,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
1158,Flat,3200000,Low,Gulistan-e-Jauhar,Karachi,2,789.53,2,2019,7
1159,House,45000000,Very High,North Nazimabad,Karachi,8,2531.93,8,2019,7
1161,House,13600000,Medium,Scheme 33,Karachi,2,1306.8,2,2019,7
1162,House,9000000,Low,North Karachi,Karachi,5,1306.8,4,2019,7
1167,Flat,7000000,Medium,North Karachi,Karachi,2,1034.55,2,2019,7
1168,Flat,4000000,Low,Gulistan-e-Jauhar,Karachi,2,980.1,2,2019,7
1171,House,50000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2178.01,6,2019,7
1174,Flat,5200000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
1176,Flat,20500000,Very High,Scheme 33,Karachi,5,3321.46,4,2019,7
1178,House,9000000,Low,Gadap Town,Karachi,4,1361.25,3,2019,7
1179,House,60000000,Very High,North Nazimabad,Karachi,3,5989.52,3,2019,7
1180,House,22000000,High,Gadap Town,Karachi,6,2613.61,6,2019,7
1181,Flat,11000000,High,Clifton,Karachi,2,1551.83,2,2019,7
1182,Flat,42000000,Very High,DHA Defence,Karachi,3,1987.43,2,2019,7
1183,Flat,20100000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
1184,Flat,4200000,Low,North Nazimabad,Karachi,2,1007.33,2,2019,7
1186,Flat,10700000,High,Gulshan-e-Iqbal Town,Karachi,2,1415.71,4,2019,7
1188,Flat,16000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,5,2019,7
1189,House,40500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
1191,House,12000000,Medium,Korangi,Karachi,3,1388.48,4,2019,7
1193,Flat,8500000,High,North Nazimabad,Karachi,3,1606.28,3,2019,7
1216,House,17500000,High,Gadap Town,Karachi,6,2178.01,6,2019,7
1217,House,20000000,High,North Nazimabad,Karachi,4,1306.8,4,2019,7
1222,House,115000000,Very High,DHA Defence,Karachi,6,6534.02,6,2019,7
